vfmaddsub213ps,0
vfmaddsub231pd,0
vfmaddsub231ps,0
vfmsub132pd,0
vfmsub132ps,0
vfmsub132sd,0
vfmsub132ss,0
vfmsub213pd,0
vfmsub213ps,0
vfmsub213sd,0
vfmsub213ss,0
vfmsub231pd,0
vfmsub231ps,0
vfmsub231sd,0
vfmsub231ss,0
vfmsubadd132pd,0
vfmsubadd132ps,0
vfmsubadd213pd,0
vfmsubadd213ps,0
vfmsubadd231pd,0
vfmsubadd231ps,0
vfnmadd132pd,0
vfnmadd132ps,0
vfnmadd132sd,0
vfnmadd132ss,0
vfnmadd213pd,0
vfnmadd213ps,0
vfnmadd213sd,0
vfnmadd213ss,0
vfnmadd231pd,0
vfnmadd231ps,0
vfnmadd231sd,0
vfnmadd231ss,0
vfnmsub132pd,0
vfnmsub132ps,0
vfnmsub132sd,0
vfnmsub132ss,0
vfnmsub213pd,0
vfnmsub213ps,0
vfnmsub213sd,0
vfnmsub213ss,0
vfnmsub231pd,0
vfnmsub231ps,0
vfnmsub231sd,0
vfnmsub231ss,0
vgatherdpd,0
vgatherdps,0
vgatherqpd,0
vgatherqps,0
vinsertf128,0
vinserti128,0
vmaskmov,0
vpblendd,0
vpbroadcast,0
vperm2f128,0
vperm2i128,0
vpermd,0
vpermilpd,0
vpermilps,0
vpermpd,0
vpermps,0
vpermq,0
vpgatherdd,0
vpgatherdq,0
vpgatherqd,0
vpgatherqq,0
vpmaskmov,0
vpsllvd,0
vpsllvq,0
vpsravd,0
vpsrlvd,0
vpsrlvq,0
vtestpd,0
vtestps,0
vzeroall,0
vzeroupper,0
wait,0
wbinvd,0
wrfsbase,0
wrgsbase,0
wrmsr,0
xabort,0
xacquire,0
xadd,0
xbegin,0
xchg,3363
xend,0
xgetbv,0
xlat,62
xlatb,0
xor,10680
xorpd,0
xorps,0
xrelease,0
xrstor,0
xrstors,0
xsave,0
xsavec,0
xsaveopt,0
xsaves,0
xsetbv,0
xtest,0
